ID,Product Name,Description,Price,Discounted Price,Discount %,MOQ,Unit Quantity,Unit Quantity (FR),Sold By,Is New,Type,Image,Factory Name,Factory Email,Factory Phone,Factory Currency,Category,Main UPC,FLC Qty 20FT (Carton),FLC Qty 40FT HC (Carton),Lead Time Min (Days),Lead Time Max (Days),Carton Dimensions (CM),Price Last Updated,Unit per Carton
69dc2eb01bb1f80013fee233,Flomaster 12 colors 12 color,Flomaster 12 colors 12 color,61.2,,,108,144,Carton,Prima,False,physical,https://cdn.swell.store/sodu/69dc2eb01bb1f80013fee230/e5ccb07e9005992014e7976ae2805fd4/71aZJE4XY3L.jpg,Prima,prima@sodu.com,,USD,Pencils & Coloring,Flomaster 12 colors 12 color,0,0,15,45,49 x 28 x 28 cm,2026-04-12T23:45:52.737Z,144
69dc2eaf1bb1f80013fee212,Envelope Folder 180 12 Pcs,Envelope Folder 180 12 Pcs,68.54,,,108,48,Carton,Prima,False,physical,https://cdn.swell.store/sodu/69dc2eaf1bb1f80013fee20c/7f7faf68169972a4bfe46bad5d769d44/519Ye0ZYYjL.jpg,Prima,prima@sodu.com,,USD,Filing & Folders,Envelope Folder 180 12 Pcs,0,0,15,45,53 x 38 x 43 cm,2026-04-12T23:45:51.892Z,48
69dc2eaf1bb1f80013fee1f8,Envelope Folder 140 12 Pcs,Envelope Folder 140 12 Pcs,59.29,,,108,54,Carton,Prima,False,physical,https://cdn.swell.store/sodu/69dc2eae1bb1f80013fee1ed/a87c4e3f51dae75f7464ff945ed77447/61RO8pLD2fL.jpg,Prima,prima@sodu.com,,USD,Filing & Folders,Envelope Folder 140 12 Pcs,0,0,15,45,53 x 38 x 43 cm,2026-04-12T23:45:51.065Z,54
69dc2eae1bb1f80013fee1dc,Bronzo Pen 10 pens,Bronzo Pen 10 pens,6.35,,,108,144,Carton,Prima,False,physical,https://cdn.swell.store/sodu/69dc2eae1bb1f80013fee1d9/ba9aead0f1c91cd98fa064ff3393fccf/71pTS4bqJES.jpg,Prima,prima@sodu.com,,USD,Writing Instruments,Bronzo Pen 10 pens,0,0,15,45,48 x 25 x 30 cm,2026-04-12T23:45:50.125Z,144
69dc23511bb1f80013fead9d,Silver Seas Syrup Orange 125 ml,"Domestic product manufactured by El-Obour Modern Pharmaceutical Industries. Composition: Cod liver oil 1500 mg per 5 ml. Indication: Boosting immunity, memory and academic achievement and very helpful for healthy cardiovascular, neuropsychiatry and reproduction systems. Why Silver Seas Syrup? Contains cod liver oil which is Omega 3 source and fortified by extra vitamin A and vitamin D3 with orange flavor. Dose: One teaspoonful per day. Package: bottle of 125 ml.",75,,,108,45,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23511bb1f80013fead9b/d52d0192169e29b6b65da5ffbf6f5a54/p-02-1.jpg,Brother Pharma,brotherpharma@sodu.com,,USD,Pediatrics,Silver Seas Syrup Orange 125 ml,0,0,75,90,49 x 10 x 32 cm,2026-04-12T22:57:21.558Z,45
69dc23501bb1f80013fead86,s.p mix vanilla food supplement 200 Gram,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: 80% sweet potato powder and 20% gluten free wheat germ extract. Indication: Source of fibers, minerals and vitamins and used for malnourished patients. Why S.P Mix? Contains sweet potato and wheat germ extract which is sugar and gluten free and suitable for children from 6 months. Rich in protein, vitamins and minerals like iron, zinc and magnesium. Contains beta-carotene which is precursor of vitamin A, omega 3, vitamin E and vitamins B1, B2, B6 and B12. Dose: For adults and kids add 3 tablespoons to 50–75 ml of water, milk or juice. Between meals for kids add 1 tablespoon to 100 ml of water, milk or juice. Between meals for adults add 2 tablespoons to 200 ml of water, milk or juice. Can be added to yogurt, ice cream or during preparing bread or cake. Package: box of 2 sachets each sachet contains 100 gm with chocolate, strawberry, vanilla flavors and flavorless.",77,,,108,32,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23501bb1f80013fead83/d167a3821444ca96dfb42553c67c9f4b/nutriton-11-1.png,Brother Pharma,brotherpharma@sodu.com,,USD,Nutrition,6224009344307,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:20.707Z,32
69dc234f1bb1f80013fead6f,s.p mix strawberry food supplment 200 Gram,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: 80% sweet potato powder and 20% gluten free wheat germ extract. Indication: Source of fibers, minerals and vitamins and used for malnourished patients. Why S.P Mix? Contains sweet potato and wheat germ extract which is sugar and gluten free and suitable for children from 6 months. Rich in protein, vitamins and minerals like iron, zinc and magnesium. Contains beta-carotene which is precursor of vitamin A, omega 3, vitamin E and vitamins B1, B2, B6 and B12. Dose: For adults and kids add 3 tablespoons to 50–75 ml of water, milk or juice. Between meals for kids add 1 tablespoon to 100 ml of water, milk or juice. Between meals for adults add 2 tablespoons to 200 ml of water, milk or juice. Can be added to yogurt, ice cream or during preparing bread or cake. Package: box of 2 sachets each sachet contains 100 gm with chocolate, strawberry, vanilla flavors and flavorless.",77,,,108,31,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc234f1bb1f80013fead6c/a2c478a833c0e42df797276ede8def7d/nutriton-13-1.png,Brother Pharma,brotherpharma@sodu.com,,USD,Nutrition,6224009344314,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:19.222Z,31
69dc234e1bb1f80013fead58,s.p mix food suplment 200 Gram,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: 80% sweet potato powder and 20% gluten free wheat germ extract. Indication: Source of fibers, minerals and vitamins and used for malnourished patients. Why S.P Mix? Contains sweet potato and wheat germ extract which is sugar and gluten free and suitable for children from 6 months. Rich in protein, vitamins and minerals like iron, zinc and magnesium. Contains beta-carotene which is precursor of vitamin A, omega 3, vitamin E and vitamins B1, B2, B6 and B12. Dose: For adults and kids add 3 tablespoons to 50–75 ml of water, milk or juice. Between meals for kids add 1 tablespoon to 100 ml of water, milk or juice. Between meals for adults add 2 tablespoons to 200 ml of water, milk or juice. Can be added to yogurt, ice cream or during preparing bread or cake. Package: box of 2 sachets each sachet contains 100 gm with chocolate, strawberry, vanilla flavors and flavorless.",77,,,108,30,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc234e1bb1f80013fead55/ca42ab53deb7d6b469b827bd3dd0db24/nutriton-09-2.png,Brother Pharma,brotherpharma@sodu.com,,USD,Nutrition,6224009344291,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:18.440Z,30
69dc234d1bb1f80013fead3a,Ronma Vanilla 10 sachets,"Domestic product manufactured by Marvel Pharma Group – industrial zone – Badr city for RK Pharma. Composition: Lactoferrin, zinc, colostrum, iron, calcium and vitamin B12. Indication: Ronma is used for treatment of anemia and to increase the body immunity due to the presence of lactoferrin and zinc. It is also fortified with iron, calcium, colostrum and vitamin B12. Dose: One sachet per day or according to doctor advice. Package: box contains 10 sachets of 10 gm with vanilla flavor.",72,,,108,50,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc234d1bb1f80013fead38/3eb17515f91767e85e886434ad770900/Group-3057.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344284,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:17.668Z,50
69dc234c1bb1f80013fead28,Prog Chocolate 350 gm,"Domestic product manufactured by Marvel Pharma Group for RK Pharma. Composition: Spread chocolate fortified with fish oil powder, iron, zinc, biotin, vitamin A, vitamin E, vitamin B1, vitamin B2, vitamin B3, vitamin B5, vitamin B6, vitamin B9, vitamin B12, vitamin C, cocoa butter, full cream milk powder, cocoa powder, whey milk powder concentration 70%, coconut oil, vanillin flavour, pectin, citric acid monohydrate, soya lecithin and polydextrose. Indication: Iron deficiency anemia, celiac disease, malnutrition, retarded physical and mental growth. Usage: For children above 4 years. Dose: 1–2 teaspoonful (5–10 gm) per day. Package: plastic jar contain 350 gm.",81,,,108,24,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc234c1bb1f80013fead26/a4eb490da7b9ff221cae86916ade973e/nutriton-08.png,Brother Pharma,brotherpharma@sodu.com,,USD,Pediatrics,6224009344260,0,0,75,90,49 x 10 x 32 cm,2026-04-12T22:57:16.852Z,24
69dc234c1bb1f80013fead12,Lumicasage Cream 60 gm,"Domestic product manufactured by Egyptian Co. for cosmetics. Composition: Camphor, menthol, peppermint oil and clove oil. Indication: Relief of pain and aches of muscles and joints. Why Lumicasage Cream? Relieves pain of sprain, strain and osteoarthritis due to muscle relaxant effect and increases blood flow in the affected area. Dose: Twice per day or according to doctor advice. Package: tube of 60 gm.",81.6,,,108,63,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc234b1bb1f80013fead10/a917bea6dead5fd18e7841d98c4b67e1/1b60b5b6-23db-4673-92ff-bd4e7e61be57-1-1.png,Brother Pharma,brotherpharma@sodu.com,,USD,Orthopedics,6224009344161,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:16.096Z,63
69dc23491bb1f80013feace7,Danica Massage Gel 100 ml,"Danica is a topically applied fast and long-lasting relieving gel for muscle, neck and back pain, inflammation, myositis, fibromyalgia, sciatica and sprains. The active-enhanced formula with camphor oil, eucalyptus oil, panthenol and menthol penetrates quickly, targeting the area of pain. Its convenient roll-on applicator makes it easy to use anywhere and on the go. How to use: Clean and dry the affected area. Shake the package well before use. Gently massage Danica onto the painful area using circular motions. Repeat as needed throughout the day. Package: 100 ml plastic roll, easy to use.",240,,,108,135,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23491bb1f80013feace4/0886914c4fbe8a2ba86a50136a043ac6/302074eb-f0c5-4376-84d1-1df2ef06c525.jpg,Brother Pharma,brotherpharma@sodu.com,,USD,Dermatology,6224009344246,0,0,75,90,49 x 10 x 32 cm,2026-04-12T22:57:13.620Z,135
69dc23481bb1f80013feacd1,Caroca Calcium Tablets Chocolate Tablets pack,"Chocolate-flavoured calcium supplement fortified with lactoferrin, vitamin E, and folic acid",75.4,,,108,45,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23481bb1f80013feacce/57f3b4c8e06b2acb2fd3a4f14ce49723/3fd81a59-90ab-4996-adf6-212a5cc21b77.jpeg,Brother Pharma,brotherpharma@sodu.com,,USD,Supplements,6224009344390,0,0,75,90,49 x 10 x 32 cm,2026-04-12T22:57:12.681Z,45
69dc23471bb1f80013feacba,Candy Lozenges Orange 24 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",64,,,108,110,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23471bb1f80013feacb7/a48c1d0443620f4dd8c3ea65eeb74197/internal-medicine-06-3-4.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344079,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:11.665Z,110
69dc23461bb1f80013feaca0,Candy Lozenges Orange 12 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",49,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23461bb1f80013feac9e/a48c1d0443620f4dd8c3ea65eeb74197/internal-medicine-06-3-4.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344017,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:10.895Z,168
69dc23461bb1f80013feac8a,Candy Lozenges Menthol 24 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",64,,,108,110,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23461bb1f80013feac87/78985ebc2e709ce4448dbf06e1c4aea6/Group-3059.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344086,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:10.144Z,110
69dc23451bb1f80013feac73,Candy Lozenges Menthol 12 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",49,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23451bb1f80013feac70/78985ebc2e709ce4448dbf06e1c4aea6/Group-3059.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344031,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:09.364Z,168
69dc23441bb1f80013feac57,Candy Lozenges Menthol 100 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",42.6,,,108,20,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23441bb1f80013feac54/78985ebc2e709ce4448dbf06e1c4aea6/Group-3059.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344215,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:08.408Z,20
69dc23431bb1f80013feac40,Candy Lozenges Lemon & Honey 24 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",64,,,108,110,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23431bb1f80013feac3d/5accf385e86a3826d2aed5dfcc784ecd/internal-medicine-06-3-2.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344024,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:07.441Z,110
69dc23421bb1f80013feac2a,Candy Lozenges Lemon & Honey 12 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",49,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23421bb1f80013feac26/5accf385e86a3826d2aed5dfcc784ecd/internal-medicine-06-3-2.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344109,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:06.670Z,168
69dc23411bb1f80013feac0f,Candy Lozenges Cherry 24 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",64.8,,,108,110,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23411bb1f80013feac0c/f328dee702e6c9392f7fc5edb647ef57/internal-medicine-02-1.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344048,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:05.811Z,110
69dc23411bb1f80013feabf8,Candy Lozenges Cherry 12 lozenges,"Domestic product manufactured by Nutrixia for nutritional industries. Composition: Eucalyptus and menthol. Indication: Relief of pain and sore throat. Why Candy Lozenges? Used for sore throat due to the presence of eucalyptus which has soothing and antiseptic effects. Dose: When needed. Package: boxes of 12 or 24 lozenges with orange, menthol, lemon & honey and cherry flavors.",49,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23401bb1f80013feabf5/f328dee702e6c9392f7fc5edb647ef57/internal-medicine-02-1.png,Brother Pharma,brotherpharma@sodu.com,,USD,Internal Medicine,6224009344093,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:05.037Z,168
69dc23401bb1f80013feabe2,Candy C Lozenges Orange 12 lozenges,"Lozenges in different flavors to boost the immune system and fight cold and fever symptoms. This unique product combines the power of vitamin C, menthol and thyme extract to provide a comprehensive approach to health. Dose: 1 to 3 lozenges per day. Package: boxes containing 12 lozenges in orange, chocolate, coffee, licorice, mint, lemon & honey, cherry and sugar free flavours.",100,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc23401bb1f80013feabd8/94e8221037a1dbd19ef7ac0ebbf6d323/Candy-c-01-2.jpg,Brother Pharma,brotherpharma@sodu.com,,USD,Pediatrics,6224009344321,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:04.254Z,168
69dc233f1bb1f80013feabbd,Candy C Lozenges Mint 12 lozenges,"Lozenges in different flavors to boost the immune system and fight cold and fever symptoms. This unique product combines the power of vitamin C, menthol and thyme extract to provide a comprehensive approach to health. Dose: 1 to 3 lozenges per day. Package: boxes containing 12 lozenges in orange, chocolate, coffee, licorice, mint, lemon & honey, cherry and sugar free flavours.",100,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc233f1bb1f80013feabba/15e8c90cd2f1879d5e7ff069ae14a111/isg002143.jpeg,Brother Pharma,brotherpharma@sodu.com,,USD,Pediatrics,6224009344345,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:03.313Z,168
69dc233e1bb1f80013feaba8,Candy C Lozenges Lemon & Honey 12 lozenges,"Lozenges in different flavors to boost the immune system and fight cold and fever symptoms. This unique product combines the power of vitamin C, menthol and thyme extract to provide a comprehensive approach to health. Dose: 1 to 3 lozenges per day. Package: boxes containing 12 lozenges in orange, chocolate, coffee, licorice, mint, lemon & honey, cherry and sugar free flavours.",100,,,108,168,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc233d1bb1f80013feaba5/25738c1d78f5f95c2a508878a9892b45/Candy-c-02-2.jpg,Brother Pharma,brotherpharma@sodu.com,,USD,Pediatrics,6224009344338,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:02.081Z,168
69dc233d1bb1f80013feab91,Brodrink Detox Tea,"Domestic product manufactured by Egyptian Co. for cosmetics. Composition: Contains urea 5%, propolis, glycerin and vitamin C. Indication: For eczema, dermatitis, ichthyosis, psoriasis, post laser sessions and post peeling and treatment for acute sunburns. Why Brother Care Cream? Contains optimum concentration of urea which moisturizes the skin without irritation, antimicrobial and anti-inflammatory effects due to propolis. Acts as skin emollient for dry cracked skin, sunburns and post laser sessions. Vitamin C acts as powerful antioxidant and helps skin recovery. Dose: Apply suitable amount on desired area twice daily. Package: tube of 100 gm.",42,,,108,50,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc233d1bb1f80013feab8f/db786abe2a73fa24ba0b9835d2bcff0f/nutriton-2-32-1-1.jpg,Brother Pharma,brotherpharma@sodu.com,,USD,Nutrition,6224009344130,0,0,75,90,0 x 0 x 0 cm,2026-04-12T22:57:01.290Z,50
69dc233c1bb1f80013feab75,Brother Care Cream 100 gm,"Domestic product manufactured by Egyptian Co. for cosmetics. Composition: Contains urea 5%, propolis, glycerin and vitamin C. Indication: For eczema, dermatitis, ichthyosis, psoriasis, post laser sessions and post peeling and treatment for acute sunburns. Why Brother Care Cream? Contains optimum concentration of urea which moisturizes the skin without irritation, antimicrobial and anti-inflammatory effects due to propolis. Acts as skin emollient for dry cracked skin, sunburns and post laser sessions. Vitamin C acts as powerful antioxidant and helps skin recovery. Dose: Apply suitable amount on desired area twice daily. Package: tube of 100 gm.",155,,,108,63,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc233c1bb1f80013feab73/1ed51fa9e6702fc61ebcc2f60a55d7a8/WhatsApp-Image-2026-03-16-at-12.45.59-PM-1.jpeg,Brother Pharma,brotherpharma@sodu.com,,USD,Dermatology,6224009344178,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:57:00.288Z,63
69dc233b1bb1f80013feab61,Broc Sachet Orange 10 sachets,"Domestic product manufactured by Nutrixia for nutritional industries for RK Pharma. Composition: Collagen peptide, glucosamine sulfate, chondroitin and vitamin C. Indication: Collagen source for osteoarthritis pain and aging skin. Why Broc? Contains 10 gm of collagen peptide which is responsible for cartilage formation and relief of joint pain and improves muscle strength and also for aging skin and decreasing wrinkles. Dose: For osteoarthritis one sachet per day for 3–5 months. For aging skin one sachet per day for 2–3 months. Package: box of 10 sachets of 10 gm with orange flavor.",75,,,108,40,Carton,Brother Pharma,False,physical,https://cdn.swell.store/sodu/69dc233b1bb1f80013feab5f/4e289ce08b81b2508814558c36022df7/MUSCULOSKELETAL-SYSTEM-05-1.png,Brother Pharma,brotherpharma@sodu.com,,USD,Orthopedics,6224009344239,0,0,75,90,54 x 14 x 27 cm,2026-04-12T22:56:59.458Z,40
69d67cee868d1b00124d4ba0,Fischer 6mm,Fischer 6mm,0.11,,,1000,,piece,Alzahabia,False,physical,https://cdn.swell.store/sodu/69d67299868d1b00124d12fd/8a4060d4c0d7584222c9b4a78cabe087/Bobana%20(13).png,Alzahabia,alzahabia@sodu.com,,USD,Gypsum Board,Fischer 6mm,0,0,0,0,,2026-04-09T12:01:27.303Z,
69d67ced868d1b00124d4b90,Tech Screw,Tech Screw,2.94,,,1000,,piece,Alzahabia,False,physical,https://cdn.swell.store/sodu/69d67299868d1b00124d1300/c8a1f0e4e12f7072609632a8018fd212/Bobana%20(12).png,Alzahabia,alzahabia@sodu.com,,USD,Gypsum Board,Tech Screw,0,0,0,0,,,
69d67ced868d1b00124d4b81,Screw 35mm,Screw 35mm,2.14,,,1000,,piece,Alzahabia,False,physical,https://cdn.swell.store/sodu/69d67299868d1b00124d1303/f5324ef177acf43d48897b74678859d8/Bobana%20(11).png,Alzahabia,alzahabia@sodu.com,,USD,Gypsum Board,Screw 35mm,0,0,0,0,,,
69d67cec868d1b00124d4b6d,Screw 25mm,Screw 25mm,2.14,,,1000,,piece,Alzahabia,False,physical,https://cdn.swell.store/sodu/69d67a6e868d1b00124d3f1e/38fb65c8174034569ffa8ad5a07477d3/Bobana%20(10).png,Alzahabia,alzahabia@sodu.com,,USD,Gypsum Board,Screw 25mm,0,0,0,0,,,
